id,purchase_id,product_id,quantity,unit,unit_value,total_value,contract_value,observation,created_at,updated_at
2138,858,75,20,0,1.37999999999999989,27.6000000000000014,0,,2016-04-01T18:47:27.218+00:00,2016-04-01T18:47:27.218+00:00
2139,858,1830,20,0,1,20,0,,2016-04-01T18:47:27.237+00:00,2016-04-01T18:47:27.237+00:00
2140,858,1580,20,0,4.20000000000000018,84,0,,2016-04-01T18:47:27.242+00:00,2016-04-01T18:47:27.242+00:00
2141,858,1366,20,0,1.78000000000000003,35.6000000000000014,0,,2016-04-01T18:47:27.255+00:00,2016-04-01T18:47:27.255+00:00
2142,859,1831,10,0,22,220,0,,2016-04-01T18:52:29.895+00:00,2016-04-01T18:52:29.895+00:00
2143,859,1832,1,3,11,11,0,,2016-04-01T18:52:29.900+00:00,2016-04-01T18:52:29.900+00:00
2144,859,1833,1,3,8.5,8.5,0,,2016-04-01T18:52:29.914+00:00,2016-04-01T18:52:29.914+00:00
2145,860,854,3,0,47,141,0,,2016-04-04T17:57:06.962+00:00,2016-04-04T17:57:06.962+00:00
2146,861,1842,1,0,464,464,529.049999999999955,,2016-04-05T18:49:06.461+00:00,2016-04-05T18:49:06.461+00:00
2147,861,356,2,0,70,140,0,,2016-04-05T18:49:06.468+00:00,2016-04-05T18:49:06.468+00:00
2148,861,1843,5,0,20,100,0,,2016-04-05T18:49:06.473+00:00,2016-04-05T18:49:06.473+00:00
2149,861,1844,5,0,38,190,0,,2016-04-05T18:49:06.476+00:00,2016-04-05T18:49:06.476+00:00
2150,861,1845,2,0,25,50,0,,2016-04-05T18:49:06.479+00:00,2016-04-05T18:49:06.479+00:00
2151,862,1442,3,0,580,1740,0,,2016-04-05T18:53:49.244+00:00,2016-04-05T18:53:49.244+00:00
2152,863,1846,1,0,48,48,0,,2016-04-05T18:56:08.207+00:00,2016-04-05T18:56:08.207+00:00
2153,863,1847,1,0,100,100,0,,2016-04-05T18:56:08.210+00:00,2016-04-05T18:56:08.210+00:00
2154,863,254,1,0,90,90,0,,2016-04-05T18:56:08.212+00:00,2016-04-05T18:56:08.212+00:00
2155,864,1848,1,0,20.5399999999999991,20.5399999999999991,0,,2016-04-05T19:02:36.261+00:00,2016-04-05T19:02:36.261+00:00
2156,864,1849,1,0,7.58000000000000007,7.58000000000000007,0,,2016-04-05T19:02:36.330+00:00,2016-04-05T19:02:36.330+00:00
2157,864,1850,1,0,76.4899999999999949,76.4899999999999949,0,,2016-04-05T19:02:36.370+00:00,2016-04-05T19:02:36.370+00:00
2158,865,920,20,0,21,420,0,,2016-04-05T20:16:51.993+00:00,2016-04-05T20:16:51.993+00:00
2159,865,130,2,0,50,100,0,,2016-04-05T20:16:51.997+00:00,2016-04-05T20:16:51.997+00:00
2160,865,281,2,0,80,160,0,,2016-04-05T20:16:52.000+00:00,2016-04-05T20:16:52.000+00:00
2161,866,1852,1,0,1332.83999999999992,1332.83999999999992,0,,2016-04-06T12:45:20.351+00:00,2016-04-06T12:45:20.351+00:00
2162,867,200,1,0,50,50,0,,2016-04-06T13:23:45.283+00:00,2016-04-06T13:23:45.283+00:00
2163,868,1853,1,0,80,80,0,,2016-04-06T13:25:06.820+00:00,2016-04-06T13:25:06.820+00:00
2164,869,161,1,0,200,200,0,,2016-04-06T13:26:15.019+00:00,2016-04-06T13:26:15.019+00:00
2165,870,1854,1,0,1587,1587,0,,2016-04-06T13:30:21.585+00:00,2016-04-06T13:30:52.713+00:00
2166,871,36,1,0,7686,7686,0,,2016-04-06T13:32:09.478+00:00,2016-04-06T13:32:09.478+00:00
2167,872,661,21,0,372.089999999999975,7813.89000000000033,0,,2016-04-06T13:34:36.587+00:00,2016-04-06T13:34:36.587+00:00
2168,873,1855,1,0,174,174,0,,2016-04-06T13:37:02.887+00:00,2016-04-06T13:37:02.887+00:00
2169,874,1856,1,0,620,620,0,,2016-04-06T13:38:33.217+00:00,2016-04-06T13:38:33.217+00:00
2170,875,1858,1,0,24,24,0,,2016-04-06T13:46:14.164+00:00,2016-04-06T13:46:14.164+00:00
2171,875,427,3,0,15,45,0,,2016-04-06T13:46:14.167+00:00,2016-04-06T13:46:14.167+00:00
2172,875,1859,1,0,37.5,37.5,0,,2016-04-06T13:46:14.171+00:00,2016-04-06T13:46:14.171+00:00
2173,875,1860,20,0,1.14999999999999991,23,0,,2016-04-06T13:46:14.175+00:00,2016-04-06T13:46:14.175+00:00
2174,875,1861,20,0,1.55000000000000004,31,0,,2016-04-06T13:46:14.178+00:00,2016-04-06T13:46:14.178+00:00
2175,875,1862,5,0,26,130,0,,2016-04-06T13:46:14.182+00:00,2016-04-06T13:46:14.182+00:00
2176,876,1856,1,0,350,350,0,,2016-04-06T14:11:03.143+00:00,2016-04-06T14:11:03.143+00:00
2177,877,1863,1,0,603,603,0,,2016-04-06T17:43:05.222+00:00,2016-04-06T17:43:05.222+00:00
2178,878,1266,2,0,82.9699999999999989,165.939999999999998,0,,2016-04-07T17:29:34.658+00:00,2016-04-07T17:29:34.658+00:00
2179,879,2,3,0,47,185.650000000000006,0,,2016-04-07T17:49:08.503+00:00,2016-04-07T17:49:08.503+00:00
2180,879,1868,1,0,47,86.9500000000000028,0,,2016-04-07T17:49:08.507+00:00,2016-04-07T17:49:08.507+00:00
2181,879,217,16,0,1.60000000000000009,25.6000000000000014,0,,2016-04-07T17:49:08.510+00:00,2016-04-07T17:49:08.510+00:00
2182,879,1869,16,0,1.39999999999999991,22.3999999999999986,0,,2016-04-07T17:49:45.677+00:00,2016-04-07T17:49:45.677+00:00
2183,880,615,150,0,2.70999999999999996,406.5,0,,2016-04-07T18:01:13.872+00:00,2016-04-07T18:01:13.872+00:00
2184,880,1870,2,0,10.1600000000000001,20.3200000000000003,0,,2016-04-07T18:01:13.880+00:00,2016-04-07T18:01:13.880+00:00
2185,880,411,3,0,3.99000000000000021,11.9700000000000006,0,,2016-04-07T18:01:13.893+00:00,2016-04-07T18:01:13.893+00:00
2186,880,410,3,0,6.67999999999999972,20.0399999999999991,0,,2016-04-07T18:01:13.907+00:00,2016-04-07T18:01:13.907+00:00
2187,881,1871,1,0,130,130,0,,2016-04-07T19:12:11.813+00:00,2016-04-07T19:12:11.813+00:00
2188,881,1872,1,0,290,290,0,,2016-04-07T19:12:11.822+00:00,2016-04-07T19:12:11.822+00:00
2189,881,1873,8,0,2.5,20,0,,2016-04-07T19:12:11.825+00:00,2016-04-07T19:12:11.825+00:00
2190,881,1874,8,0,4,32,0,,2016-04-07T19:12:11.830+00:00,2016-04-07T19:12:11.830+00:00
2191,882,1438,1,0,100,100,0,,2016-04-08T13:56:39.274+00:00,2016-04-08T13:56:39.274+00:00
2192,882,1437,1,0,130,130,0,,2016-04-08T13:56:39.284+00:00,2016-04-08T13:56:39.284+00:00
2193,883,1886,1,0,1290,1290,0,,2016-04-08T14:09:31.068+00:00,2016-04-08T14:09:31.068+00:00
2194,883,473,1,0,237,237,0,,2016-04-08T14:09:31.072+00:00,2016-04-08T14:09:31.072+00:00
2195,884,1887,1,0,49.8999999999999986,49.8999999999999986,0,,2016-04-08T14:23:01.480+00:00,2016-04-08T14:23:01.480+00:00
2196,884,1888,2,0,49.8999999999999986,99.7999999999999972,0,,2016-04-08T14:23:01.488+00:00,2016-04-08T14:23:01.488+00:00
2197,885,64,100,0,1.59000000000000008,159,0,,2016-04-08T16:52:22.175+00:00,2016-04-08T16:52:22.175+00:00
2198,885,1761,40,0,1.5,60,0,,2016-04-08T16:52:22.182+00:00,2016-04-08T16:52:22.182+00:00
2199,885,1889,3,0,3.18999999999999995,9.57000000000000028,0,,2016-04-08T16:52:22.186+00:00,2016-04-08T16:52:22.186+00:00
2200,885,542,10,0,1.55000000000000004,15.5,0,,2016-04-08T16:52:22.191+00:00,2016-04-08T16:52:22.191+00:00
2201,885,1890,1,0,2.99000000000000021,2.99000000000000021,0,,2016-04-08T16:52:22.195+00:00,2016-04-08T16:52:22.195+00:00
2202,885,73,6,0,3.20999999999999996,19.2600000000000016,0,,2016-04-08T16:52:22.199+00:00,2016-04-08T16:52:22.199+00:00
2203,885,765,1,0,7.90000000000000036,7.90000000000000036,0,,2016-04-08T16:52:22.202+00:00,2016-04-08T16:52:22.202+00:00
2204,885,1891,1,0,29.3000000000000007,29.3000000000000007,0,,2016-04-08T16:52:22.205+00:00,2016-04-08T16:52:22.205+00:00
2205,885,669,6,0,13,78,0,,2016-04-08T16:52:22.209+00:00,2016-04-08T16:52:22.209+00:00
2206,885,1892,10,0,2.54000000000000004,25.3999999999999986,0,,2016-04-08T16:53:05.975+00:00,2016-04-08T16:53:05.975+00:00
2207,886,280,1,0,50,50,0,,2016-04-08T18:09:07.132+00:00,2016-04-08T18:09:07.132+00:00
2208,886,855,1,0,80,80,0,,2016-04-08T18:09:07.141+00:00,2016-04-08T18:09:07.141+00:00
2209,886,1893,1,0,250,250,0,,2016-04-08T18:09:07.146+00:00,2016-04-08T18:09:07.146+00:00
2210,887,1894,10,0,6.33999999999999986,63.3999999999999986,0,,2016-04-08T18:24:08.855+00:00,2016-04-08T18:24:08.855+00:00
2211,888,862,9,0,8.66000000000000014,77.9399999999999977,0,,2016-04-08T18:26:26.437+00:00,2016-04-08T18:26:26.437+00:00
2212,888,1895,4,0,10.9800000000000004,43.9200000000000017,0,,2016-04-08T18:26:26.443+00:00,2016-04-08T18:26:26.443+00:00
2213,888,224,4,0,5.36000000000000032,21.4400000000000013,0,,2016-04-08T18:26:26.447+00:00,2016-04-08T18:26:26.447+00:00
2214,888,1896,4,0,12.9399999999999995,51.759999999999998,0,,2016-04-08T18:26:26.450+00:00,2016-04-08T18:26:26.450+00:00
2215,889,1897,2,0,26.4299999999999997,52.8599999999999994,0,,2016-04-08T19:02:15.557+00:00,2016-04-08T19:02:15.557+00:00
2216,890,1898,5,0,75,375,0,,2016-04-08T19:57:10.711+00:00,2016-04-08T19:57:10.711+00:00
2217,891,626,1,0,680,680,0,,2016-04-11T13:20:13.691+00:00,2016-04-11T13:20:13.691+00:00
2218,892,1899,2,0,35.2999999999999972,70.5999999999999943,0,,2016-04-11T13:23:24.463+00:00,2016-04-11T13:23:24.463+00:00
2219,892,1900,1,0,44.2999999999999972,44.2999999999999972,0,,2016-04-11T13:23:24.467+00:00,2016-04-11T13:23:24.467+00:00
2220,893,1901,20,0,5.73000000000000043,114.599999999999994,0,,2016-04-11T13:35:55.131+00:00,2016-04-11T13:35:55.131+00:00
2221,894,1902,1,0,380,380,0,,2016-04-11T14:10:03.038+00:00,2016-04-11T14:10:03.038+00:00
2222,895,1907,1,0,7,7,0,,2016-04-11T17:51:38.612+00:00,2016-04-11T17:51:38.612+00:00
2223,895,1908,2,0,8,16,0,,2016-04-11T17:51:38.667+00:00,2016-04-11T17:51:38.667+00:00
2224,895,1909,1,0,30,30,0,,2016-04-11T17:51:38.756+00:00,2016-04-11T17:51:38.756+00:00
2225,895,1910,5,0,4,20,0,,2016-04-11T17:51:38.782+00:00,2016-04-11T17:51:38.782+00:00
2226,895,1911,1,0,5,5,0,,2016-04-11T17:51:38.889+00:00,2016-04-11T17:51:38.889+00:00
2227,895,1912,1,0,8.40000000000000036,8.40000000000000036,0,,2016-04-11T17:51:38.918+00:00,2016-04-11T17:51:38.918+00:00
2228,895,1913,1,0,15,15,0,,2016-04-11T17:51:38.961+00:00,2016-04-11T17:51:38.961+00:00
2229,895,1914,1,0,24.6000000000000014,24.6000000000000014,0,,2016-04-11T17:51:38.989+00:00,2016-04-11T17:51:38.989+00:00
2230,895,1915,4,0,8.5,34,0,,2016-04-11T17:51:39.015+00:00,2016-04-11T17:51:39.015+00:00
2231,895,1916,1,0,50,50,0,,2016-04-11T17:51:39.041+00:00,2016-04-11T17:51:39.041+00:00
2232,895,1917,1,0,68,68,0,,2016-04-11T17:51:39.070+00:00,2016-04-11T17:51:39.070+00:00
2233,896,28,3,0,6,18,0,,2016-04-11T19:16:13.524+00:00,2016-04-11T19:16:13.524+00:00
2234,896,246,4,0,4,16,0,,2016-04-11T19:16:13.548+00:00,2016-04-11T19:16:13.548+00:00
2235,896,1918,4,0,7.5,30,0,,2016-04-11T19:16:13.556+00:00,2016-04-11T19:16:13.556+00:00
2236,896,245,4,0,9,36,0,,2016-04-11T19:16:13.565+00:00,2016-04-11T19:16:13.565+00:00
2237,896,1919,1,0,54,54,0,,2016-04-11T19:16:13.570+00:00,2016-04-11T19:16:13.570+00:00
2238,896,1920,1,0,57,57,0,,2016-04-11T19:16:13.577+00:00,2016-04-11T19:16:13.577+00:00
2239,896,1744,1,0,64,64,0,,2016-04-11T19:16:13.583+00:00,2016-04-11T19:16:13.583+00:00
2240,896,1745,3,0,16,48,0,,2016-04-11T19:16:13.589+00:00,2016-04-11T19:16:13.589+00:00
2241,896,725,2,0,6,12,0,,2016-04-11T19:16:13.607+00:00,2016-04-11T19:16:13.607+00:00
2242,896,1921,2,0,42,84,0,,2016-04-11T19:16:13.618+00:00,2016-04-11T19:16:13.618+00:00
2243,896,1922,1,0,36,36,0,,2016-04-11T19:16:13.627+00:00,2016-04-11T19:16:13.627+00:00
2244,896,1923,1,0,11,11,0,,2016-04-11T19:16:13.645+00:00,2016-04-11T19:16:13.645+00:00
2245,896,1924,1,0,15,15,0,,2016-04-11T19:16:13.650+00:00,2016-04-11T19:16:13.650+00:00
2246,896,669,2,0,26,52,0,,2016-04-11T19:16:13.653+00:00,2016-04-11T19:16:13.653+00:00
2247,896,112,10,0,4,40,0,,2016-04-11T19:16:13.657+00:00,2016-04-11T19:16:13.657+00:00
2248,896,1925,10,0,4.75,47.5,0,,2016-04-11T19:16:13.660+00:00,2016-04-11T19:16:13.660+00:00
2249,896,1926,10,0,5,50,0,,2016-04-11T19:16:13.664+00:00,2016-04-11T19:16:13.664+00:00
2250,896,86,10,0,4.5,45,0,,2016-04-11T19:16:13.668+00:00,2016-04-11T19:16:13.668+00:00
2252,896,964,3,0,4,12,0,,2016-04-11T19:23:00.720+00:00,2016-04-11T19:23:00.720+00:00
2253,896,965,3,0,7,21,0,,2016-04-11T19:23:00.728+00:00,2016-04-11T19:23:00.728+00:00
2254,896,1928,3,0,10.5,31.5,0,,2016-04-11T19:23:00.737+00:00,2016-04-11T19:23:00.737+00:00
2255,896,1929,14,0,1.5,21,0,,2016-04-11T19:23:00.743+00:00,2016-04-11T19:23:00.743+00:00
2256,896,229,15,0,0.100000000000000006,1.5,0,,2016-04-11T19:23:00.749+00:00,2016-04-11T19:23:00.749+00:00
2257,896,1930,10,0,6.59999999999999964,66,0,,2016-04-11T19:23:00.758+00:00,2016-04-11T19:23:00.758+00:00
2258,896,1931,10,0,4.79999999999999982,48,0,,2016-04-11T19:23:00.768+00:00,2016-04-11T19:23:00.768+00:00
2260,896,1932,1,0,102,102,0,,2016-04-11T19:23:00.784+00:00,2016-04-11T19:23:00.784+00:00
2259,896,83,6,0,43,258,0,,2016-04-11T19:23:00.777+00:00,2016-04-11T19:24:14.296+00:00
2261,897,1934,1,0,723.220000000000027,723.220000000000027,0,,2016-04-12T13:33:44.287+00:00,2016-04-12T13:33:44.287+00:00
2262,898,1935,1,0,300,300,281.509999999999991,,2016-04-12T13:42:48.911+00:00,2016-04-12T13:42:48.911+00:00
2263,898,1936,1,0,400,400,358.29000000000002,,2016-04-12T13:42:48.916+00:00,2016-04-12T13:42:48.916+00:00
2264,899,1937,1,0,632.559999999999945,632.559999999999945,0,,2016-04-12T13:54:58.008+00:00,2016-04-12T13:54:58.008+00:00
2265,900,1938,1,0,773.799999999999955,773.799999999999955,0,,2016-04-12T13:57:12.458+00:00,2016-04-12T13:57:12.458+00:00
2266,901,1942,1,0,1220,1220,0,,2016-04-12T13:59:26.656+00:00,2016-04-12T13:59:26.656+00:00
2267,902,1797,2,0,19.5399999999999991,39.0799999999999983,0,,2016-04-12T14:02:34.251+00:00,2016-04-12T14:02:34.251+00:00
2268,902,1943,2,0,14.4600000000000009,28.9200000000000017,0,,2016-04-12T14:02:34.254+00:00,2016-04-12T14:02:34.254+00:00
2269,902,1944,2,0,14.4600000000000009,28.9200000000000017,0,,2016-04-12T14:02:34.258+00:00,2016-04-12T14:02:34.258+00:00
2270,902,1945,2,0,14.1400000000000006,28.2800000000000011,0,,2016-04-12T14:02:34.262+00:00,2016-04-12T14:02:34.262+00:00
2271,903,1176,35,0,1.5,52.5,0,,2016-04-12T14:13:07.863+00:00,2016-04-12T14:13:07.863+00:00
2272,903,1146,10,0,8,80,0,,2016-04-12T14:13:07.872+00:00,2016-04-12T14:13:07.872+00:00
2273,904,1946,30,0,2.79999999999999982,84,0,,2016-04-12T14:14:51.560+00:00,2016-04-12T14:14:51.560+00:00
2274,904,1947,1,0,22,22,0,,2016-04-12T14:14:51.565+00:00,2016-04-12T14:14:51.565+00:00
2275,905,1948,1,0,850,850,0,,2016-04-12T14:16:56.768+00:00,2016-04-12T14:16:56.768+00:00
2276,906,1949,1,0,580,580,0,,2016-04-12T14:20:46.227+00:00,2016-04-12T14:20:46.227+00:00
2277,907,1442,2,0,597,1194,1361.98000000000002,,2016-04-12T14:23:09.747+00:00,2016-04-12T14:23:09.747+00:00
2278,907,626,2,0,782,1564,1783.26999999999998,,2016-04-12T14:23:09.761+00:00,2016-04-12T14:23:09.761+00:00
2279,908,1950,1,0,59.3500000000000014,59.3500000000000014,0,,2016-04-12T14:25:38.668+00:00,2016-04-12T14:25:38.668+00:00
2280,908,1951,1,0,35.2999999999999972,35.2999999999999972,0,,2016-04-12T14:25:38.673+00:00,2016-04-12T14:25:38.673+00:00
2281,909,1597,12,0,45.7999999999999972,549.600000000000023,0,,2016-04-12T14:36:54.191+00:00,2016-04-12T14:36:54.191+00:00
2282,910,514,3,0,160,480,547.289999999999964,,2016-04-12T14:41:45.973+00:00,2016-04-12T14:41:45.973+00:00
2283,911,1952,3,0,101.079999999999998,303.240000000000009,0,,2016-04-12T14:52:32.079+00:00,2016-04-12T14:52:32.079+00:00
2284,912,1953,2,0,244.77000000000001,489.54000000000002,0,,2016-04-12T14:55:12.348+00:00,2016-04-12T14:55:12.348+00:00
2285,912,1954,2,0,6.33999999999999986,12.6799999999999997,0,,2016-04-12T14:55:12.355+00:00,2016-04-12T14:55:12.355+00:00
2286,912,1955,2,0,7.59999999999999964,15.1999999999999993,0,,2016-04-12T14:55:12.359+00:00,2016-04-12T14:55:12.359+00:00
2287,912,1956,2,0,15.1999999999999993,30.3999999999999986,0,,2016-04-12T14:55:12.363+00:00,2016-04-12T14:55:12.363+00:00
2288,912,1957,3,0,8.80000000000000071,26.3999999999999986,0,,2016-04-12T14:55:12.373+00:00,2016-04-12T14:55:12.373+00:00
2289,913,1958,1,0,128.780000000000001,128.780000000000001,0,,2016-04-12T17:49:35.898+00:00,2016-04-12T17:49:35.898+00:00
2290,913,1959,1,0,86.8499999999999943,86.8499999999999943,0,,2016-04-12T17:49:35.903+00:00,2016-04-12T17:49:35.903+00:00
2291,914,1331,5,0,74.1299999999999955,370.649999999999977,370.649999999999977,,2016-04-12T17:54:38.394+00:00,2016-04-12T17:54:38.394+00:00
2292,914,514,1,0,160,160,182.430000000000007,,2016-04-12T17:54:38.397+00:00,2016-04-12T17:54:38.397+00:00
2293,914,1453,20,0,5.5,110,198,,2016-04-12T17:54:38.400+00:00,2016-04-12T17:54:38.400+00:00
2294,914,952,1,0,102.950000000000003,102.950000000000003,0,,2016-04-12T17:55:01.867+00:00,2016-04-12T17:55:01.867+00:00
2295,915,1960,1,0,63.3999999999999986,63.3999999999999986,72.2800000000000011,,2016-04-12T17:58:12.823+00:00,2016-04-12T17:58:12.823+00:00
2296,915,1961,1,0,65,65,74.1099999999999994,,2016-04-12T17:58:12.833+00:00,2016-04-12T17:58:12.833+00:00
2297,915,626,1,0,782,782,891.629999999999995,,2016-04-12T17:58:12.841+00:00,2016-04-12T17:58:12.841+00:00
2298,916,1962,2,0,2.75,5.5,0,,2016-04-12T19:07:38.584+00:00,2016-04-12T19:07:38.584+00:00
2299,916,1963,1,0,38,38,0,,2016-04-12T19:07:38.592+00:00,2016-04-12T19:07:38.592+00:00
2300,916,1964,1,0,38,38,0,,2016-04-12T19:07:38.597+00:00,2016-04-12T19:07:38.597+00:00
2301,916,1965,1,0,41,41,0,,2016-04-12T19:07:38.601+00:00,2016-04-12T19:07:38.601+00:00
2302,916,1966,1,0,21,21,0,,2016-04-12T19:07:38.604+00:00,2016-04-12T19:07:38.604+00:00
2303,916,1967,1,0,235,235,0,,2016-04-12T19:07:38.608+00:00,2016-04-12T19:07:38.608+00:00
2304,916,1968,1,0,54,54,0,,2016-04-12T19:07:38.610+00:00,2016-04-12T19:07:38.610+00:00
2306,916,245,1,0,9,9,0,,2016-04-12T19:07:38.624+00:00,2016-04-12T19:07:38.624+00:00
2307,916,1970,1,0,5,5,0,,2016-04-12T19:07:38.633+00:00,2016-04-12T19:07:38.633+00:00
2308,916,1971,1,0,13,13,0,,2016-04-12T19:07:38.636+00:00,2016-04-12T19:07:38.636+00:00
2309,916,1972,2,0,30,60,0,,2016-04-12T19:07:38.638+00:00,2016-04-12T19:07:38.638+00:00
2310,916,1973,1,0,30,30,0,,2016-04-12T19:07:38.640+00:00,2016-04-12T19:07:38.640+00:00
2311,916,408,1,0,14,14,0,,2016-04-12T19:07:38.643+00:00,2016-04-12T19:07:38.643+00:00
2312,916,1974,2,0,18,36,0,,2016-04-12T19:07:38.648+00:00,2016-04-12T19:07:38.648+00:00
2313,916,1975,1,0,48,48,0,,2016-04-12T19:07:38.651+00:00,2016-04-12T19:07:38.651+00:00
2314,916,1976,10,0,0,1,0,,2016-04-12T19:07:38.658+00:00,2016-04-12T19:07:38.658+00:00
2328,923,1731,2,0,75,150,0,,2016-04-15T18:01:09.415+00:00,2016-04-15T18:01:09.415+00:00
2315,916,1977,1,0,69,69,0,,2016-04-12T19:16:45.458+00:00,2016-04-12T19:16:45.458+00:00
2305,916,1969,1,0,72,72,0,,2016-04-12T19:07:38.614+00:00,2016-04-12T19:22:33.506+00:00
2316,916,1978,1,0,33,33,0,,2016-04-12T19:22:33.518+00:00,2016-04-12T19:22:33.518+00:00
2317,916,1979,1,0,35,35,0,,2016-04-12T19:22:33.524+00:00,2016-04-12T19:22:33.524+00:00
2318,917,1991,135,0,3.85999999999999988,521.100000000000023,0,,2016-04-14T13:02:16.275+00:00,2016-04-14T13:02:16.275+00:00
2319,917,1992,88,0,3.85999999999999988,339.680000000000007,0,,2016-04-14T13:02:16.317+00:00,2016-04-14T13:02:16.317+00:00
2320,917,1993,56,0,3.85999999999999988,216.159999999999997,0,,2016-04-14T13:02:16.322+00:00,2016-04-14T13:02:16.322+00:00
2321,918,156,84,0,3.85999999999999988,324.240000000000009,0,,2016-04-14T13:04:46.642+00:00,2016-04-14T13:04:46.642+00:00
2322,919,1657,45,0,3.85000000000000009,173.25,0,,2016-04-14T13:10:38.704+00:00,2016-04-14T13:10:38.704+00:00
2323,919,1656,135,0,3.85000000000000009,519.75,0,,2016-04-14T13:10:38.710+00:00,2016-04-14T13:10:38.710+00:00
2324,919,1654,47,0,3.85000000000000009,180.949999999999989,0,,2016-04-14T13:10:38.714+00:00,2016-04-14T13:10:38.714+00:00
2325,920,1998,1,0,1350,1350,0,,2016-04-14T14:42:01.011+00:00,2016-04-14T14:42:01.011+00:00
2326,921,2001,1,0,1398,1398,981.75,,2016-04-14T19:09:57.887+00:00,2016-04-14T19:09:57.887+00:00
2327,922,855,1,0,80,80,0,,2016-04-15T17:59:10.308+00:00,2016-04-15T17:59:10.308+00:00
2329,923,2006,1,0,49,49,0,,2016-04-15T18:01:09.418+00:00,2016-04-15T18:01:09.418+00:00
2330,924,1731,4,0,75,300,0,,2016-04-15T18:04:20.450+00:00,2016-04-15T18:04:20.450+00:00
2331,925,2007,1,0,36.6300000000000026,36.6300000000000026,0,,2016-04-15T18:10:00.492+00:00,2016-04-15T18:10:00.492+00:00
2332,925,1859,1,0,41.0600000000000023,41.0600000000000023,0,,2016-04-15T18:10:00.495+00:00,2016-04-15T18:10:00.495+00:00
2333,926,2008,2,0,16,32,0,,2016-04-15T18:13:09.683+00:00,2016-04-15T18:13:09.683+00:00
2334,926,2009,2,0,11.5,23,0,,2016-04-15T18:13:09.685+00:00,2016-04-15T18:13:09.685+00:00
2335,926,725,1,0,6,6,0,,2016-04-15T18:13:09.687+00:00,2016-04-15T18:13:09.687+00:00
2336,927,2010,1,0,55.1499999999999986,55.1499999999999986,0,,2016-04-15T18:16:21.465+00:00,2016-04-15T18:16:21.465+00:00
2337,927,2011,1,0,59.6099999999999994,59.6099999999999994,0,,2016-04-15T18:16:21.468+00:00,2016-04-15T18:16:21.468+00:00
2338,927,433,1,0,100.650000000000006,100.650000000000006,0,,2016-04-15T18:16:21.470+00:00,2016-04-15T18:16:21.470+00:00
2339,927,378,1,0,23.75,23.75,0,,2016-04-15T18:16:22.333+00:00,2016-04-15T18:16:22.333+00:00
2340,928,1672,1,0,850,850,0,,2016-04-15T18:22:15.077+00:00,2016-04-15T18:22:15.077+00:00
2341,928,2012,4,0,6.5,26,0,,2016-04-15T18:22:15.080+00:00,2016-04-15T18:22:15.080+00:00
2345,930,82,62,0,25,1550,0,,2016-04-15T18:26:33.752+00:00,2016-04-15T18:26:33.752+00:00
2346,930,1638,40,0,27,1080,0,,2016-04-15T18:26:33.754+00:00,2016-04-15T18:26:33.754+00:00
2360,938,712,8,0,4.65000000000000036,37.2000000000000028,0,,2016-04-15T18:41:35.530+00:00,2016-04-15T18:41:35.530+00:00
2361,938,419,10,0,2.0299999999999998,20.3000000000000007,0,,2016-04-15T18:41:35.532+00:00,2016-04-15T18:41:35.532+00:00
2362,938,44,0,0,66,6.59999999999999964,0,,2016-04-15T18:41:35.535+00:00,2016-04-15T18:41:35.535+00:00
2363,938,144,8,0,6.58000000000000007,52.6400000000000006,0,,2016-04-15T18:41:35.538+00:00,2016-04-15T18:41:35.538+00:00
2364,939,2018,6,0,0.560000000000000053,3.35999999999999988,0,,2016-04-15T18:44:26.690+00:00,2016-04-15T18:44:26.690+00:00
2365,939,1266,1,0,128.810000000000002,128.810000000000002,0,,2016-04-15T18:44:26.692+00:00,2016-04-15T18:44:26.692+00:00
2366,940,2019,6,0,5,30,0,,2016-04-15T18:46:57.414+00:00,2016-04-15T18:46:57.414+00:00
2367,940,1731,3,0,75,225,0,,2016-04-15T18:46:57.416+00:00,2016-04-15T18:46:57.416+00:00
2368,940,1665,1,0,13.5,13.5,0,,2016-04-15T18:46:57.418+00:00,2016-04-15T18:46:57.418+00:00
2369,940,273,1,0,44.8999999999999986,44.8999999999999986,0,,2016-04-15T18:46:57.420+00:00,2016-04-15T18:46:57.420+00:00
2370,941,2020,1,0,1600,1600,0,,2016-04-15T18:48:11.911+00:00,2016-04-15T18:48:11.911+00:00
2371,942,2021,8,0,40,320,0,,2016-04-15T18:51:04.127+00:00,2016-04-15T18:51:04.127+00:00
2372,942,129,10,0,21,210,0,,2016-04-15T18:51:04.129+00:00,2016-04-15T18:51:04.129+00:00
2373,943,2022,2,0,40,80,0,,2016-04-15T18:56:10.390+00:00,2016-04-15T18:56:10.390+00:00
2386,947,914,1,0,65,65,0,,2016-04-15T19:05:35.053+00:00,2016-04-15T19:05:35.053+00:00
2387,947,2028,2,0,75,150,0,,2016-04-15T19:05:35.055+00:00,2016-04-15T19:05:57.257+00:00
2342,929,2013,1,0,102.989999999999995,102.989999999999995,0,,2016-04-15T18:24:27.988+00:00,2016-04-15T18:24:27.988+00:00
2343,929,2014,1,0,126,126,0,,2016-04-15T18:24:27.990+00:00,2016-04-15T18:24:27.990+00:00
2344,929,725,1,0,13.5199999999999996,13.5199999999999996,0,,2016-04-15T18:24:27.992+00:00,2016-04-15T18:24:27.992+00:00
