id,title,description,observation,image_path,created_at,updated_at
1392,joelho 1/2 pvc,,,,2016-01-28T11:34:14.516+00:00,2016-01-28T11:34:14.516+00:00
1393,luva 1/2 pvc ,,,,2016-01-28T11:34:16.912+00:00,2016-01-28T11:34:16.912+00:00
1394,saca polia 8220/30 gedore 300mm,,,,2016-01-28T12:17:35.798+00:00,2016-01-28T12:17:35.798+00:00
1395,rebobinamento motor trifÁsico ,,,,2016-01-28T17:43:10.042+00:00,2016-01-28T17:43:10.042+00:00
1396,bóias de controle da válvula de água reposição 1 1/2,,,,2016-01-28T18:19:48.491+00:00,2016-01-28T18:19:48.491+00:00
1397,"esponjoso armaflex 1/4""",,,,2016-01-28T18:52:08.164+00:00,2016-01-28T18:52:08.164+00:00
1398,"esponjoso armaflex 5/8""",,,,2016-01-28T18:52:08.171+00:00,2016-01-28T18:52:08.171+00:00
1399,"esponjoso armaflex 6""",,,,2016-01-28T18:52:08.178+00:00,2016-01-28T18:52:08.178+00:00
1400,"esponjoso armaflex 1 1/4""",,,,2016-01-28T19:03:55.064+00:00,2016-01-28T19:03:55.064+00:00
1401,disjuntor de 25a ,,,,2016-01-29T17:56:45.819+00:00,2016-01-29T17:56:45.819+00:00
1402,correias a 40,,,,2016-02-01T11:50:26.678+00:00,2016-02-01T11:50:26.678+00:00
1403,"compressor 7,5 tr",,,,2016-02-01T11:52:07.040+00:00,2016-02-01T11:52:07.040+00:00
1404,rolamento y205- 16v22,,,,2016-02-01T16:00:58.465+00:00,2016-02-01T16:00:58.465+00:00
1405,acoplamento vulkan e82 ,,,,2016-02-01T17:01:07.118+00:00,2016-02-01T17:01:07.118+00:00
1406,junta flex para acoplamento tamanho 82,,,,2016-02-01T17:01:07.125+00:00,2016-02-01T17:01:07.125+00:00
1407,garrafa de gÁs r22,,,,2016-02-01T19:30:50.725+00:00,2016-02-01T19:30:50.725+00:00
1408,fita adesiva ,,,,2016-02-02T13:26:50.454+00:00,2016-02-02T13:26:50.454+00:00
1409,recarga thoner para hp,,,,2016-02-02T13:44:44.214+00:00,2016-02-02T13:44:44.214+00:00
1410,corda 1 polegada ,,,,2016-02-02T17:16:56.723+00:00,2016-02-02T17:16:56.723+00:00
1411,compressor rotativo 24.000 btu,,,,2016-02-03T11:23:01.524+00:00,2016-02-03T11:23:01.524+00:00
1412,controle remoto sem fio carrier split ,,,,2016-02-03T11:40:36.154+00:00,2016-02-03T11:40:36.154+00:00
1413,pilhas d,,,,2016-02-03T12:10:52.718+00:00,2016-02-03T12:10:52.718+00:00
1414,compressor rotativo 18.000 btu,,,,2016-02-03T19:07:24.977+00:00,2016-02-03T19:07:24.977+00:00
1415,contator 20a 220v,,,,2016-02-03T19:14:23.910+00:00,2016-02-03T19:14:23.910+00:00
1416,exaustor 220v,,,,2016-02-04T10:53:34.273+00:00,2016-02-04T10:53:34.273+00:00
1417,bomba de dreno elgin ,,,,2016-02-04T10:59:19.358+00:00,2016-02-04T10:59:19.358+00:00
1418,correia a-43,,,,2016-02-04T11:10:20.612+00:00,2016-02-04T11:10:20.612+00:00
1419,motor para condensadora de split 220v,,,,2016-02-04T11:19:35.310+00:00,2016-02-04T11:19:35.310+00:00
1420,eletroventilador ,,,,2016-02-04T12:38:23.586+00:00,2016-02-04T12:38:23.586+00:00
1421,alavanca freio,,,,2016-02-04T12:38:23.594+00:00,2016-02-04T12:38:23.594+00:00
1422,cilindro roda traseira,,,,2016-02-04T12:38:23.600+00:00,2016-02-04T12:38:23.600+00:00
1423,cebolão do radiador,,,,2016-02-04T12:42:52.546+00:00,2016-02-04T12:42:52.546+00:00
1424,camisa polo cinza,,,,2016-02-04T12:55:33.494+00:00,2016-02-04T12:55:33.494+00:00
1425,recarga thoner,,,,2016-02-04T13:01:40.700+00:00,2016-02-04T13:01:40.700+00:00
1426,placa eletrônica principal 201332990011,,,,2016-02-04T13:07:40.817+00:00,2016-02-04T13:07:40.817+00:00
1427,crachá personalizado,,,,2016-02-04T13:11:09.120+00:00,2016-02-04T13:11:09.120+00:00
1428,folha timprada,,,,2016-02-04T13:30:59.917+00:00,2016-02-04T13:30:59.917+00:00
1429,disjuntor 25a curva c,,,,2016-02-04T18:50:20.567+00:00,2016-02-04T18:50:20.567+00:00
1430,porta-fusivel metaltex fh32-10x38 690vn 3w - 32a,,,,2016-02-04T19:52:04.401+00:00,2016-02-04T19:52:04.401+00:00
1431,fusivel ,,,,2016-02-04T19:52:04.412+00:00,2016-02-04T19:52:04.412+00:00
1432,poliuretano expansível,,,,2016-02-05T12:25:06.430+00:00,2016-02-05T12:25:06.430+00:00
1433,abastecimento cristiane,,,,2016-02-05T18:34:08.573+00:00,2016-02-05T18:34:08.573+00:00
1434,hélice ventilador condensadora ,,,,2016-02-10T16:17:44.828+00:00,2016-02-10T16:17:44.828+00:00
1435,correia a 37,,,,2016-02-10T17:42:39.007+00:00,2016-02-10T17:42:39.007+00:00
1436,k42ac5lc - kit controle fancolete built'in ,,,,2016-02-11T12:16:14.258+00:00,2016-02-11T12:16:14.258+00:00
1437,chapa de aÇo galvanizado n°24,,,,2016-02-11T16:03:13.882+00:00,2016-02-11T16:03:13.882+00:00
1438,chapa de aÇo galvanizado n°26,,,,2016-02-11T16:03:13.959+00:00,2016-02-11T16:03:13.959+00:00
1439,compressor rotativo 18.000 btu ,,,,2016-02-11T16:33:16.842+00:00,2016-02-11T16:33:16.842+00:00
1440,"compressor scroll 3,2 tr ",,,,2016-02-11T16:43:23.499+00:00,2016-02-11T16:43:23.499+00:00
1441,valvula de balanceamento e controle 2 vias 3/4 ,,,,2016-02-11T17:08:24.633+00:00,2016-02-11T17:08:24.633+00:00
1442,compressor 18.000 btu ,,,,2016-02-11T17:29:17.634+00:00,2016-02-11T17:29:17.634+00:00
1443,régua para energia,,,,2016-02-11T18:01:59.800+00:00,2016-02-11T18:01:59.800+00:00
1444,conserto de mancal ,,,,2016-02-12T11:19:53.228+00:00,2016-02-12T11:19:53.228+00:00
1445,rolamento 6308 c3,,,,2016-02-15T10:55:48.689+00:00,2016-02-15T10:55:48.689+00:00
1446,fita de empacotamento,,,,2016-02-15T11:48:47.131+00:00,2016-02-15T11:48:47.131+00:00
1447,protegor auricular tipo plugue,,,,2016-02-15T11:52:33.810+00:00,2016-02-15T11:52:33.810+00:00
1448,arame para cerca (rolo 1000mt),,,,2016-02-16T12:10:39.896+00:00,2016-02-16T12:10:39.896+00:00
1449,pano de chão - saco ,,,,2016-02-17T13:25:17.840+00:00,2016-02-17T13:25:17.840+00:00
1450,mascara para poeira (epi),,,,2016-02-17T13:26:26.946+00:00,2016-02-17T13:26:26.946+00:00
1451,detergente veja,,,,2016-02-17T17:14:14.674+00:00,2016-02-17T17:14:14.674+00:00
1452,"garrafa de gas r-22 de 13,62kg",,,,2016-02-18T16:48:30.487+00:00,2016-02-18T16:48:30.487+00:00
1453,"tubo esponjoso 3/4"" armaflex m-28",,,,2016-02-18T16:48:30.540+00:00,2016-02-18T16:48:30.540+00:00
1454,rolo de fita adesiva 15mm,,,,2016-02-18T16:48:30.556+00:00,2016-02-18T16:48:30.556+00:00
1455,rolo de fita veda rosca,,,,2016-02-18T16:48:30.570+00:00,2016-02-18T16:48:30.570+00:00
1456,desingripante  wd,,,,2016-02-18T16:48:30.634+00:00,2016-02-18T16:48:30.634+00:00
1457,correia a-42,,,,2016-02-18T16:48:30.658+00:00,2016-02-18T16:48:30.658+00:00
1458,vareta de solda amarela,,,,2016-02-18T16:48:30.731+00:00,2016-02-18T16:48:30.731+00:00
1459,correia bx 36,,,,2016-02-18T18:24:51.099+00:00,2016-02-18T18:24:51.099+00:00
1460,rolamento 6202,,,,2016-02-19T12:03:41.742+00:00,2016-02-19T12:03:41.742+00:00
1461,rolamento 6203,,,,2016-02-19T12:03:43.414+00:00,2016-02-19T12:03:43.414+00:00
1462,rolamento 6204,,,,2016-02-19T12:03:43.422+00:00,2016-02-19T12:03:43.422+00:00
1463,valvula de balanceamento e controle 2 vias 3/4  com atuados,,,,2016-02-19T13:33:14.967+00:00,2016-02-19T13:33:14.967+00:00
1464,óleo b 52 para compressor de refrigeração (r22),,,,2016-02-19T13:38:21.170+00:00,2016-02-19T13:38:21.170+00:00
1465,"chave de fluxo (flow switch 1"")",,,,2016-02-19T16:59:08.286+00:00,2016-02-19T16:59:08.286+00:00
1466,kit placa eletronica k42ac5lc - carrier,,,,2016-02-19T16:59:08.322+00:00,2016-02-19T16:59:08.322+00:00
1467,detector de fumaÇa ionico endereÇavel com base,,,,2016-02-19T16:59:08.346+00:00,2016-02-19T16:59:08.346+00:00
1468,acionador manual com isolador endereÇavel,,,,2016-02-19T16:59:08.367+00:00,2016-02-19T16:59:08.367+00:00
1469,controle remoto cosole cr41014010 split,,,,2016-02-19T16:59:08.388+00:00,2016-02-19T16:59:08.388+00:00
1470,"valvula 2 vias 3/4""",,,,2016-02-19T16:59:08.403+00:00,2016-02-19T16:59:08.403+00:00
1471,compressor rotativo 22000 btus,,,,2016-02-19T16:59:08.415+00:00,2016-02-19T16:59:08.415+00:00
1472,compressor rotativo 18000,,,,2016-02-19T16:59:08.427+00:00,2016-02-19T16:59:08.427+00:00
1473,compressor rotativo 12000 btus,,,,2016-02-23T12:10:05.379+00:00,2016-02-23T12:10:05.379+00:00
1474,"eletrodo revestido e-6013 2,5mm",,,,2016-02-23T12:40:05.581+00:00,2016-02-23T12:40:05.581+00:00
1475,lava jato eletrolux 1600 profissional,,,,2016-02-24T17:03:19.314+00:00,2016-02-24T17:03:19.314+00:00
1476,lava jato karcher hd 585 prof s,,,,2016-02-24T17:03:19.345+00:00,2016-02-24T17:03:19.345+00:00
1477,"mangueira 1/4"" tranparente",,,,2016-02-24T18:01:35.215+00:00,2016-02-24T18:01:35.215+00:00
1478,oleo b 52,,,,2016-02-24T18:13:47.761+00:00,2016-02-24T18:13:47.761+00:00
1479,correia a38,,,,2016-02-25T13:27:11.136+00:00,2016-02-25T13:27:11.136+00:00
1480,correia a 39,,,,2016-02-25T13:27:11.145+00:00,2016-02-25T13:27:11.145+00:00
1481,correia a 57,,,,2016-02-25T13:27:11.152+00:00,2016-02-25T13:27:11.152+00:00
1482,tirante de 3/8 com a barra de 3 metros – 4 barras,,,,2016-02-25T13:37:37.831+00:00,2016-02-25T13:37:37.831+00:00
1483,amperimetro et-3200 ,,,,2016-02-25T15:23:46.377+00:00,2016-02-25T15:23:46.377+00:00
1484,alicate bomba d agua 10,,,,2016-02-25T15:23:46.385+00:00,2016-02-25T15:23:46.385+00:00
1485,alicate para aneis reto 7',,,,2016-02-25T15:23:46.392+00:00,2016-02-25T15:23:46.392+00:00
1486,alicate meia cana curto 6 ,,,,2016-02-25T15:23:46.397+00:00,2016-02-25T15:23:46.397+00:00
1487,rebitador 4 pontas ,,,,2016-02-25T15:23:46.411+00:00,2016-02-25T15:23:46.411+00:00
1488,alicate prensa terminal 6,,,,2016-02-25T15:23:46.418+00:00,2016-02-25T15:23:46.418+00:00
1489,arco serra 403 b-12,,,,2016-02-25T15:23:46.427+00:00,2016-02-25T15:23:46.427+00:00
1490,nivel de aluminio 12',,,,2016-02-25T15:23:46.435+00:00,2016-02-25T15:23:46.435+00:00
1491,capacimetro digital mc-153,,,,2016-02-25T15:23:46.441+00:00,2016-02-25T15:23:46.441+00:00
1492,carro plataforma 600kg,,,,2016-02-25T15:23:46.447+00:00,2016-02-25T15:23:46.447+00:00
1493,jogo soquete sext 1/4 3/16-1/2,,,,2016-02-25T15:23:46.453+00:00,2016-02-25T15:23:46.453+00:00
1494,"jogo soquete sext 1/2,3/8.1 1/4",,,,2016-02-25T15:23:46.458+00:00,2016-02-25T15:23:46.458+00:00
1495,ch de fenda 1/2x10,,,,2016-02-25T15:23:46.464+00:00,2016-02-25T15:23:46.464+00:00
1496,ch fenda toco 1/4x 1.1/2,,,,2016-02-25T15:23:46.470+00:00,2016-02-25T15:23:46.470+00:00
1497,ch de fenda 1/4x4,,,,2016-02-25T15:23:46.476+00:00,2016-02-25T15:23:46.476+00:00
1498,ch de fenda 1/4x6,,,,2016-02-25T15:23:46.481+00:00,2016-02-25T15:23:46.481+00:00
1499,ch de fenda 1/4x8,,,,2016-02-25T15:23:46.487+00:00,2016-02-25T15:23:46.487+00:00
1500,ch de fenda 1/8x3,,,,2016-02-25T15:23:46.493+00:00,2016-02-25T15:23:46.493+00:00
1501,ch de fenda 1/8x4,,,,2016-02-25T15:23:46.502+00:00,2016-02-25T15:23:46.502+00:00
1502,ch de fenda 1/8x5,,,,2016-02-25T15:23:46.509+00:00,2016-02-25T15:23:46.509+00:00
1503,ch de fenda 1/8x6,,,,2016-02-25T15:23:46.515+00:00,2016-02-25T15:23:46.515+00:00
1504,martelete romp hr2016 makita,,,,2016-02-25T15:23:46.521+00:00,2016-02-25T15:23:46.521+00:00
1505,jg soquete estriado 1/2 18 pç,,,,2016-02-25T15:23:46.618+00:00,2016-02-25T15:23:46.618+00:00
1506,jg soquete estriado 1/2-3/8 18 pç,,,,2016-02-25T15:23:46.624+00:00,2016-02-25T15:23:46.624+00:00
1507,ch canhão jg 3-14mm 12pç,,,,2016-02-25T15:23:46.630+00:00,2016-02-25T15:23:46.630+00:00
1508,chave canhão 1/2,,,,2016-02-25T15:23:46.636+00:00,2016-02-25T15:23:46.636+00:00
1509,chave canhão 1/4,,,,2016-02-25T15:23:46.642+00:00,2016-02-25T15:23:46.642+00:00
1510,chave canhão 1/8,,,,2016-02-25T15:23:46.647+00:00,2016-02-25T15:23:46.647+00:00
1511,chave canhão 11/32,,,,2016-02-25T15:23:46.663+00:00,2016-02-25T15:23:46.663+00:00
1512,chave canhão 3/16,,,,2016-02-25T15:23:46.670+00:00,2016-02-25T15:23:46.670+00:00
1513,chave canhão 3/8,,,,2016-02-25T15:23:46.677+00:00,2016-02-25T15:23:46.677+00:00
1514,chave canhão 5/16,,,,2016-02-25T15:23:46.684+00:00,2016-02-25T15:23:46.684+00:00
1515,chave canhão 7/16,,,,2016-02-25T15:23:46.691+00:00,2016-02-25T15:23:46.691+00:00
1516,chave canhão 7/32,,,,2016-02-25T15:23:46.699+00:00,2016-02-25T15:23:46.699+00:00
1517,chave canhão 9/16,,,,2016-02-25T15:23:46.705+00:00,2016-02-25T15:23:46.705+00:00
1518,chave canhão 9/32,,,,2016-02-25T15:23:46.711+00:00,2016-02-25T15:23:46.711+00:00
1519,"jg chave allen 1,5 -14 mm",,,,2016-02-25T15:23:46.720+00:00,2016-02-25T15:23:46.720+00:00
1520,jg chave allen 1/16-1/2 ,,,,2016-02-25T15:23:46.727+00:00,2016-02-25T15:23:46.727+00:00
1521,lima redonda 8',,,,2016-02-25T15:23:46.733+00:00,2016-02-25T15:23:46.733+00:00
1522,lima triangular delgada 8,,,,2016-02-25T15:23:46.739+00:00,2016-02-25T15:23:46.739+00:00
1523,cx de ferramentas galv 5 gav ,,,,2016-02-25T15:23:46.744+00:00,2016-02-25T15:23:46.744+00:00
1524,mangueira de jardim de 1/2,,,,2016-02-25T15:23:46.750+00:00,2016-02-25T15:23:46.750+00:00
1525,martelo unha 27mm,,,,2016-02-25T15:23:46.757+00:00,2016-02-25T15:23:46.757+00:00
1526,torno bancada tb-800p,,,,2016-02-25T15:23:46.763+00:00,2016-02-25T15:23:46.763+00:00
1527,motoesmeril mmi-50,,,,2016-02-25T15:23:46.769+00:00,2016-02-25T15:23:46.769+00:00
1528,furadeira 1/2 mhp 80b,,,,2016-02-25T15:23:46.774+00:00,2016-02-25T15:23:46.774+00:00
1529,prumo de centro ,,,,2016-02-25T15:23:46.780+00:00,2016-02-25T15:23:46.780+00:00
1530,ch de fenda 3/16x4,,,,2016-02-25T15:23:46.785+00:00,2016-02-25T15:23:46.785+00:00
1531,ch de fenda 3/16x6,,,,2016-02-25T15:23:46.791+00:00,2016-02-25T15:23:46.791+00:00
1532,ch de fenda 3/16x8,,,,2016-02-25T15:23:46.796+00:00,2016-02-25T15:23:46.796+00:00
1533,ch de fenda 3/16x12,,,,2016-02-25T15:23:46.810+00:00,2016-02-25T15:23:46.810+00:00
1534,ch de fenda 3/8x8,,,,2016-02-25T15:23:46.815+00:00,2016-02-25T15:23:46.815+00:00
1535,ch de fenda 5/16x6,,,,2016-02-25T15:23:46.822+00:00,2016-02-25T15:23:46.822+00:00
1536,ch de fenda 5/16x8,,,,2016-02-25T15:23:46.828+00:00,2016-02-25T15:23:46.828+00:00
1537,ch de fenda toco 1/4x1.1/2,,,,2016-02-25T15:23:46.834+00:00,2016-02-25T15:23:46.834+00:00
1538,"ch de fenda teste 4615-3,5 mm",,,,2016-02-25T15:23:46.839+00:00,2016-02-25T15:23:46.839+00:00
1539,ch de grifo 12,,,,2016-02-25T15:23:46.845+00:00,2016-02-25T15:23:46.845+00:00
1540,ch de grifo 14,,,,2016-02-25T15:23:46.850+00:00,2016-02-25T15:23:46.850+00:00
1541,ch de grifo 24,,,,2016-02-25T15:23:46.857+00:00,2016-02-25T15:23:46.857+00:00
1542,ch ajustavel 8,,,,2016-02-25T15:23:46.862+00:00,2016-02-25T15:23:46.862+00:00
1543,ch ajustavel 10,,,,2016-02-25T15:23:46.868+00:00,2016-02-25T15:23:46.868+00:00
1544,ch ajustavel 12,,,,2016-02-25T15:23:46.873+00:00,2016-02-25T15:23:46.873+00:00
1545,ch ajustavel 15,,,,2016-02-25T15:23:46.879+00:00,2016-02-25T15:23:46.879+00:00
1546,ch phillips 1/4x5,,,,2016-02-25T15:23:46.884+00:00,2016-02-25T15:23:46.884+00:00
1547,ch phillips toco 1/4x1.1/2,,,,2016-02-25T15:23:46.890+00:00,2016-02-25T15:23:46.890+00:00
1548,ch phillips 1/4x6,,,,2016-02-25T15:23:46.896+00:00,2016-02-25T15:23:46.896+00:00
1549,ch phillips 1/4x8,,,,2016-02-25T15:23:46.902+00:00,2016-02-25T15:23:46.902+00:00
1550,ch phillips 1/8x3,,,,2016-02-25T15:23:46.908+00:00,2016-02-25T15:23:46.908+00:00
1551,ch phillips 1/8x5,,,,2016-02-25T15:23:46.914+00:00,2016-02-25T15:23:46.914+00:00
1552,ch phillips 3/8x8,,,,2016-02-25T15:23:46.920+00:00,2016-02-25T15:23:46.920+00:00
1553,ch phillips 5/16x6,,,,2016-02-25T15:23:46.925+00:00,2016-02-25T15:23:46.925+00:00
1554,escada 3 degraus,,,,2016-02-25T15:23:46.931+00:00,2016-02-25T15:23:46.931+00:00
1555,escada 5 degraus,,,,2016-02-25T15:23:46.940+00:00,2016-02-25T15:23:46.940+00:00
1556,escada 9 degraus,,,,2016-02-25T15:23:46.946+00:00,2016-02-25T15:23:46.946+00:00
1557,escada 2x15 4.80m,,,,2016-02-25T15:23:46.961+00:00,2016-02-25T15:23:46.961+00:00
1558,esquadro 10 ',,,,2016-02-25T15:23:46.967+00:00,2016-02-25T15:23:46.967+00:00
1559,faca refile 12'',,,,2016-02-25T15:23:46.975+00:00,2016-02-25T15:23:46.975+00:00
1560,ferro de solda 40w,,,,2016-02-25T15:23:46.981+00:00,2016-02-25T15:23:46.981+00:00
1561,ferro de solda 180w,,,,2016-02-25T15:23:46.987+00:00,2016-02-25T15:23:46.987+00:00
1562,flangeador para tubo 3/16-5/8,,,,2016-02-25T15:23:46.993+00:00,2016-02-25T15:23:46.993+00:00
1563,furadeira 1/2 hp2016,,,,2016-02-25T15:23:46.999+00:00,2016-02-25T15:23:46.999+00:00
1564,furadeira de bancada fbh-130i motomil,,,,2016-02-25T15:23:47.004+00:00,2016-02-25T15:23:47.004+00:00
1565,esmilhadeira 4.1/2 ga4530 makita,,,,2016-02-25T15:23:47.010+00:00,2016-02-25T15:23:47.010+00:00
1566,lavadora apk 330 karcher,,,,2016-02-25T15:23:47.016+00:00,2016-02-25T15:23:47.016+00:00
1567,"mangueira emborrachada 1/2"" 85 cm conexao de 3/4"" femea e macho",,,,2016-02-25T17:15:19.592+00:00,2016-02-25T17:15:19.592+00:00
1568,temporizador eletronico coel aef 220v 5 seg em trilho din,,,,2016-02-29T16:27:32.343+00:00,2016-02-29T16:27:32.343+00:00
1569,"abraÇadeira rosca sem fim 3/4""",,,,2016-02-29T16:34:10.047+00:00,2016-02-29T16:34:10.047+00:00
1570,lampada fluorecente 60w,,,,2016-02-29T16:34:10.057+00:00,2016-02-29T16:34:10.057+00:00
1571,"pincel 1 1/2""",,,,2016-02-29T16:34:10.064+00:00,2016-02-29T16:34:10.064+00:00
1572,fita larga transparente 50m x 45mm,,,,2016-02-29T16:34:10.073+00:00,2016-02-29T16:34:10.073+00:00
1573,tesoura grande,,,,2016-02-29T16:34:10.084+00:00,2016-02-29T16:34:10.084+00:00
1574,resma de papael a-4,,,,2016-03-01T17:22:33.472+00:00,2016-03-01T17:22:33.472+00:00
1575,canetas ,,,,2016-03-01T17:22:33.481+00:00,2016-03-01T17:22:33.481+00:00
1576,caixa de clips n° 3,,,,2016-03-01T17:22:33.486+00:00,2016-03-01T17:22:33.486+00:00
1577,caixa de clips n° 4,,,,2016-03-01T17:22:33.492+00:00,2016-03-01T17:22:33.492+00:00
1578,rolo de fita larga transparente 40mm x 50m,,,,2016-03-01T17:22:33.497+00:00,2016-03-01T17:22:33.497+00:00
1579,luva pigmentada,,,,2016-03-01T18:08:54.168+00:00,2016-03-01T18:08:54.168+00:00
1580,luva latex,,,,2016-03-01T18:08:54.177+00:00,2016-03-01T18:08:54.177+00:00
1581,mascara para poeira,,,,2016-03-01T18:08:54.186+00:00,2016-03-01T18:08:54.186+00:00
1582,concerto de moto bomba imbil 40 cv,,,,2016-03-01T18:43:39.327+00:00,2016-03-01T18:43:39.327+00:00
1583,compressor scroll 36000 btus - mod. hrm034u1lp6 danfos,,,,2016-03-02T12:14:44.083+00:00,2016-03-02T12:14:44.083+00:00
1584,rebobinamento motor 2cv,,,,2016-03-02T12:14:44.092+00:00,2016-03-02T12:14:44.092+00:00
1585,sensor temperatura evaporadora split,,,,2016-03-02T12:25:18.923+00:00,2016-03-02T12:25:18.923+00:00
1586,sensor de desgelo evaporadora split,,,,2016-03-02T12:25:18.931+00:00,2016-03-02T12:25:18.931+00:00
1587,motor weg mod.915850621 ref.25901160,,,,2016-03-02T14:01:36.817+00:00,2016-03-02T14:01:36.817+00:00
1588,capacitor 6mf,,,,2016-03-02T14:01:36.827+00:00,2016-03-02T14:01:36.827+00:00
1589,locação de furadeira,,,,2016-03-03T13:02:17.160+00:00,2016-03-03T13:02:17.160+00:00
1590,concerto de compressor de ar schulz,,,,2016-03-03T13:10:56.973+00:00,2016-03-03T13:10:56.973+00:00
1591,helice 17604000,,,,2016-03-03T13:13:11.028+00:00,2016-03-03T13:13:11.028+00:00
1592,"pneus dunlop aro 18,incluso balançeamento",,,,2016-03-03T13:55:04.638+00:00,2016-03-03T13:55:04.638+00:00
1593,detector de fumaça optico ender.dfn-e,,,,2016-03-03T14:10:07.355+00:00,2016-03-03T14:10:07.355+00:00
1594,acionador manual ender manual amf-e,,,,2016-03-03T14:10:07.369+00:00,2016-03-03T14:10:07.369+00:00
1595,controle carrier,,,,2016-03-03T19:19:18.926+00:00,2016-03-03T19:19:18.926+00:00
1596,mangueira 1/2x850 ,,,,2016-03-04T12:33:26.474+00:00,2016-03-04T12:33:26.474+00:00
1597,cesta basica,,,,2016-03-04T13:41:38.009+00:00,2016-03-04T13:41:38.009+00:00
1598,valvula esfera 3/4,,,,2016-03-04T13:58:47.066+00:00,2016-03-04T13:58:47.066+00:00
1599,bucha de redução 3/4x1/2,,,,2016-03-04T13:58:47.077+00:00,2016-03-04T13:58:47.077+00:00
1600,isolamento polipex 28mm,,,,2016-03-04T13:58:47.091+00:00,2016-03-04T13:58:47.091+00:00
1601,tubo sch 40 1 1/4,,,,2016-03-04T13:58:47.107+00:00,2016-03-04T13:58:47.107+00:00
1602,tubo fg 3/4,,,,2016-03-04T13:58:47.118+00:00,2016-03-04T13:58:47.118+00:00
1603,tubo de pvc ,,,,2016-03-04T13:58:47.128+00:00,2016-03-04T13:58:47.128+00:00
1604,bucha de redução 1 1/2''x3/4,,,,2016-03-04T13:58:47.138+00:00,2016-03-04T13:58:47.138+00:00
1605,motor eixo duplo weg mod.915850621 ref.25901160,,,,2016-03-04T16:47:41.506+00:00,2016-03-04T16:47:41.506+00:00
1606,disjuntor monopolar 25a curva c,,,,2016-03-04T16:47:41.527+00:00,2016-03-04T16:47:41.527+00:00
1607,compressor 60000btus,,,,2016-03-04T16:49:39.636+00:00,2016-03-04T16:49:39.636+00:00
1608,bucha de fixação de rolamento com aranha,,,,2016-03-04T17:12:27.573+00:00,2016-03-04T17:12:27.573+00:00
1609,graxa auzul,,,,2016-03-04T17:12:27.589+00:00,2016-03-04T17:12:27.589+00:00
1610,"terminal elétrico tipo garfo 1,5 mm²",,,,2016-03-04T17:37:52.949+00:00,2016-03-04T17:37:52.949+00:00
1611,"recondicionamento de 1 compressores bitzer 30tr incluindo troca de peças,pintura,instalaçao e testes final",,,,2016-03-04T18:50:26.183+00:00,2016-03-04T18:50:26.183+00:00
1613,serviÇo de inspeÇÃo tecnica em chiler carrier,,,,2016-03-04T18:58:11.077+00:00,2016-03-04T18:58:11.077+00:00
1614,bota,,,,2016-03-04T19:27:05.854+00:00,2016-03-04T19:27:05.854+00:00
1615,capacitor 3uf,,,,2016-03-04T19:38:19.221+00:00,2016-03-04T19:38:19.221+00:00
1616,capacitor 35 uf,,,,2016-03-04T19:38:19.237+00:00,2016-03-04T19:38:19.237+00:00
1617,capacitor 1.5 uf,,,,2016-03-04T19:38:19.250+00:00,2016-03-04T19:38:19.250+00:00
1618,"lençol borra 3,2x1",,,,2016-03-04T19:41:44.997+00:00,2016-03-04T19:41:44.997+00:00
1619,torneira boia 1350b 2 deca,,,,2016-03-04T19:53:50.066+00:00,2016-03-04T19:53:50.066+00:00
1620,bujão fg 2'',,,,2016-03-04T19:53:50.095+00:00,2016-03-04T19:53:50.095+00:00
1621,bucha pcv  rosca,,,,2016-03-04T19:53:50.112+00:00,2016-03-04T19:53:50.112+00:00
1622,porca regular 1/4,,,,2016-03-07T12:29:36.280+00:00,2016-03-07T12:29:36.280+00:00
1623,porca regular 3/8,,,,2016-03-07T12:29:36.297+00:00,2016-03-07T12:29:36.297+00:00
1624,termometro espeto,,,,2016-03-07T12:29:36.312+00:00,2016-03-07T12:29:36.312+00:00
1625,motor eletrico 1/4 cv,,,,2016-03-07T12:51:09.268+00:00,2016-03-07T12:51:09.268+00:00
1626,voluta superior,,,,2016-03-07T12:54:11.663+00:00,2016-03-07T12:54:11.663+00:00
1627,voluta inferior,,,,2016-03-07T12:54:11.675+00:00,2016-03-07T12:54:11.675+00:00
1628,compressor 7.000,,,,2016-03-07T12:54:11.697+00:00,2016-03-07T12:54:11.697+00:00
1629,rele 16 a 25a,,,,2016-03-07T13:02:27.134+00:00,2016-03-07T13:02:27.134+00:00
1630,abraçadeira  nylon 205/3.5,,,,2016-03-07T13:02:27.184+00:00,2016-03-07T13:02:27.184+00:00
1631,filtro de ar console,,,,2016-03-07T13:05:17.455+00:00,2016-03-07T13:05:17.455+00:00
1632,filtro de ar split,,,,2016-03-07T13:05:17.463+00:00,2016-03-07T13:05:17.463+00:00
1633,rele 10a,,,,2016-03-07T13:09:12.045+00:00,2016-03-07T13:09:12.045+00:00
1634,bloco auxiliar weg frontal nf e na,,,,2016-03-07T13:09:12.055+00:00,2016-03-07T13:09:12.055+00:00
1635,trilho fixo 35x7,,,,2016-03-07T13:09:12.067+00:00,2016-03-07T13:09:12.067+00:00
1636,fechadura renoir,,,,2016-03-07T13:12:17.014+00:00,2016-03-07T13:12:17.014+00:00
1637,camisa polo,,,,2016-03-07T13:15:49.503+00:00,2016-03-07T13:15:49.503+00:00
