id,title,description,observation,image_path,created_at,updated_at
1638,calça jeans,,,,2016-03-07T13:15:49.515+00:00,2016-03-07T13:15:49.515+00:00
1639,cafe em pó,,,,2016-03-07T13:23:39.510+00:00,2016-03-07T13:23:39.510+00:00
1640,coador de café,,,,2016-03-07T13:23:39.523+00:00,2016-03-07T13:23:39.523+00:00
1641,saco para lixo pequeno,,,,2016-03-07T13:23:39.544+00:00,2016-03-07T13:23:39.544+00:00
1642,saco para lixo grande,,,,2016-03-07T13:23:39.556+00:00,2016-03-07T13:23:39.556+00:00
1643,inseticida,,,,2016-03-07T13:23:39.570+00:00,2016-03-07T13:23:39.570+00:00
1644,detergente neutro,,,,2016-03-07T13:23:39.579+00:00,2016-03-07T13:23:39.579+00:00
1645,pano de chão ,,,,2016-03-07T13:23:39.590+00:00,2016-03-07T13:23:39.590+00:00
1646,vergalhão 3/8x3m,,,,2016-03-07T13:26:52.216+00:00,2016-03-07T13:26:52.216+00:00
1647,durepoxi ,,,,2016-03-07T13:30:59.236+00:00,2016-03-07T13:30:59.236+00:00
1648,bota nobuck mel,,,,2016-03-07T13:37:05.438+00:00,2016-03-07T13:37:05.438+00:00
1649,correia b-112,,,,2016-03-08T11:32:10.818+00:00,2016-03-08T11:32:10.818+00:00
1650,capacitor conjugado 40+5mf,,,,2016-03-08T11:32:10.847+00:00,2016-03-08T11:32:10.847+00:00
1651,abastecimento veiculo jeep sr francisco,,,,2016-03-08T14:30:17.180+00:00,2016-03-08T14:30:17.180+00:00
1652,abastecimento veiculo jorge,,,,2016-03-08T14:30:17.194+00:00,2016-03-08T14:30:17.194+00:00
1653,abastecimento veiculo cristiane,,,,2016-03-08T14:30:17.208+00:00,2016-03-08T14:30:17.208+00:00
1654,abastecimento veiculo joaquim,,,,2016-03-08T14:54:23.981+00:00,2016-03-08T14:54:23.981+00:00
1655,abastecimento fiorino jge 5509 + filtro e oleo,,,,2016-03-08T14:54:23.990+00:00,2016-03-08T14:54:23.990+00:00
1656,abastecimento fiorino jge 4578,,,,2016-03-08T14:54:23.998+00:00,2016-03-08T14:54:23.998+00:00
1657,abastecimento fiorino jge 5489,,,,2016-03-08T14:54:24.005+00:00,2016-03-08T14:54:24.005+00:00
1658,"porca sextavada 1/4"" ",,,,2016-03-09T11:44:03.122+00:00,2016-03-09T11:44:03.122+00:00
1659,"arruele lisa 1/4""",,,,2016-03-09T11:44:03.137+00:00,2016-03-09T11:44:03.137+00:00
1660,"barra de cano pvc 25mm-3/4""",,,,2016-03-09T11:44:03.144+00:00,2016-03-09T11:44:03.144+00:00
1661,"joelho pvc 25 mm- 3/4"" 90°",,,,2016-03-09T11:44:03.151+00:00,2016-03-09T11:44:03.151+00:00
1662,cola para isopor 18lts,,,,2016-03-09T11:44:03.158+00:00,2016-03-09T11:44:03.158+00:00
1663,parafuso aa 4.8mm x 19 mm cabeÇa de panela fenda,,,,2016-03-09T11:44:03.164+00:00,2016-03-09T11:44:03.164+00:00
1664,filtros de oleo para chiller york - part number: 026 32831 000,,,,2016-03-09T12:05:26.676+00:00,2016-03-09T12:05:26.676+00:00
1665,"abraçadeira de nylon 4,8 x 350 mm",,,,2016-03-09T12:07:43.829+00:00,2016-03-09T12:07:43.829+00:00
1666,lixa 100,,,,2016-03-09T13:46:01.349+00:00,2016-03-09T13:46:01.349+00:00
1667,lixa 80 ferro,,,,2016-03-09T13:48:22.344+00:00,2016-03-09T13:48:22.344+00:00
1668,lixa 100 ferro,,,,2016-03-09T13:48:22.399+00:00,2016-03-09T13:48:22.399+00:00
1669,lixa 120 ferro,,,,2016-03-09T13:48:22.431+00:00,2016-03-09T13:48:22.431+00:00
1670,rolamento 6205 zz,,,,2016-03-09T18:52:17.163+00:00,2016-03-09T18:52:17.163+00:00
1671,rolamento 6206,,,,2016-03-09T18:52:17.188+00:00,2016-03-09T18:52:17.188+00:00
1672,"garrafa de gas 410 13,62kg",,,,2016-03-09T18:52:17.212+00:00,2016-03-09T18:52:17.212+00:00
1673,placa eletronica kit.k42ac5lc carrier,,,,2016-03-10T12:25:11.676+00:00,2016-03-10T12:25:11.676+00:00
1674,sensor anti-congelamento,,,,2016-03-10T12:25:11.705+00:00,2016-03-10T12:25:11.705+00:00
1675,sensor de desgelo,,,,2016-03-10T12:25:11.719+00:00,2016-03-10T12:25:11.719+00:00
1676,plug 3/8 npt 70/7 - selo para compressor de self,,,,2016-03-10T13:02:36.294+00:00,2016-03-10T13:02:36.294+00:00
1677,tee amassado 25 x 25 #18 3m,,,,2016-03-10T13:02:50.540+00:00,2016-03-10T13:02:50.540+00:00
1678,bateria estacionaria 12 v 65 a,,,,2016-03-10T13:33:35.286+00:00,2016-03-10T13:33:35.286+00:00
1679,acionador mamual tipo quebra vidro mod. 6000/bgk,,,,2016-03-10T13:52:58.005+00:00,2016-03-10T13:52:58.005+00:00
1680,imagems,,,,2016-03-10T13:52:58.020+00:00,2016-03-10T13:52:58.020+00:00
1681,imagens,,,,2016-03-10T13:52:58.048+00:00,2016-03-10T13:52:58.048+00:00
1682,valvula de balanceamento e controle 2 vias 3/4  com atuador,,,,2016-03-11T13:24:39.335+00:00,2016-03-11T13:24:39.335+00:00
1683,barra de cano pvc 32mm - marron,,,,2016-03-11T16:35:08.784+00:00,2016-03-11T16:35:08.784+00:00
1684,joelho pvc 32mm 90°-marron,,,,2016-03-11T16:35:08.798+00:00,2016-03-11T16:35:08.798+00:00
1685,luva pvc 32mm- marron,,,,2016-03-11T16:35:08.805+00:00,2016-03-11T16:35:08.805+00:00
1686,luva de reduÇao de 32mm para 25mm- marron,,,,2016-03-11T16:35:08.812+00:00,2016-03-11T16:35:08.812+00:00
1687,"abraÇadeira nylon 280x3,5mm",,,,2016-03-11T16:35:08.823+00:00,2016-03-11T16:35:08.823+00:00
1688,compressor rotativo 9.000 btus,,,,2016-03-11T18:10:29.398+00:00,2016-03-11T18:10:29.398+00:00
1689,recarga de maçarico,,,,2016-03-11T18:14:11.414+00:00,2016-03-11T18:14:11.414+00:00
1690,filtro de cobre solda 04 saidas,,,,2016-03-11T18:14:11.436+00:00,2016-03-11T18:14:11.436+00:00
1691,bloco adesivo ,,,,2016-03-11T18:31:04.319+00:00,2016-03-11T18:31:04.319+00:00
1692,clips pequeno e medio,,,,2016-03-11T18:31:04.338+00:00,2016-03-11T18:31:04.338+00:00
1693,clips grande ,,,,2016-03-11T18:31:04.355+00:00,2016-03-11T18:31:04.355+00:00
1694,caneta bic,,,,2016-03-11T18:31:04.374+00:00,2016-03-11T18:31:04.374+00:00
1695,grampeador ,,,,2016-03-11T18:31:04.395+00:00,2016-03-11T18:31:04.395+00:00
1696,marca texto ,,,,2016-03-11T18:31:04.408+00:00,2016-03-11T18:31:04.408+00:00
1697,pasta sanfonada ,,,,2016-03-11T18:31:04.431+00:00,2016-03-11T18:31:04.431+00:00
1698,tesoura ,,,,2016-03-11T18:31:04.445+00:00,2016-03-11T18:31:04.445+00:00
1699,regua,,,,2016-03-11T18:31:04.459+00:00,2016-03-11T18:31:04.459+00:00
1700,calculadora ,,,,2016-03-11T18:31:04.472+00:00,2016-03-11T18:31:04.472+00:00
1701,livro ata,,,,2016-03-11T18:31:04.490+00:00,2016-03-11T18:31:04.490+00:00
1702,fita crepe,,,,2016-03-11T18:31:04.508+00:00,2016-03-11T18:31:04.508+00:00
1703,locação cil oxigênio/nitrogenio/acetileno,,,,2016-03-11T19:28:40.397+00:00,2016-03-11T19:28:40.397+00:00
1704,locação de cilindros de nitrogenio/acetileno/oxigenio,,,,2016-03-11T19:31:47.064+00:00,2016-03-11T19:31:47.064+00:00
1705, 5 metros,,,,2016-03-15T13:19:23.078+00:00,2016-03-15T13:19:23.078+00:00
1706,filtro ef230,,,,2016-03-15T15:15:46.505+00:00,2016-03-15T15:15:46.505+00:00
1707,bomba para dreno elgin mini orange,,,,2016-03-15T16:19:05.444+00:00,2016-03-15T16:19:05.444+00:00
1708,motor ventilador mod.915850547 ref.25906079 weg 1/6,,,,2016-03-15T16:19:05.509+00:00,2016-03-15T16:19:05.509+00:00
1709,controle remoto mod. 41014020 carrier,,,,2016-03-15T16:19:05.555+00:00,2016-03-15T16:19:05.555+00:00
1710,"chave de fluxo 1"" flow swite",,,,2016-03-15T16:19:05.581+00:00,2016-03-15T16:19:05.581+00:00
1711,rebobinamento motor trifasico 2 cv,,,,2016-03-15T16:19:05.607+00:00,2016-03-15T16:19:05.607+00:00
1712,"graxeta 3/8""",,,,2016-03-15T16:19:05.661+00:00,2016-03-15T16:19:05.661+00:00
1713,"tubo galvanizado 3/4""",,,,2016-03-16T11:53:36.396+00:00,2016-03-16T11:53:36.396+00:00
1714,tylex,,,,2016-03-16T12:28:43.733+00:00,2016-03-16T12:28:43.733+00:00
1715,conector split bolt 25mm,,,,2016-03-17T12:36:58.999+00:00,2016-03-17T12:36:58.999+00:00
1716,terminal elétrico tipo garfo 16 mm,,,,2016-03-17T12:36:59.012+00:00,2016-03-17T12:36:59.012+00:00
1717,terminal elétrico tipo pino 16 mm,,,,2016-03-17T12:36:59.021+00:00,2016-03-17T12:36:59.021+00:00
1718,rolamento mod. g 1104 grrb as2/v,,,,2016-03-17T17:55:16.644+00:00,2016-03-17T17:55:16.644+00:00
1719,rebobinamento motor trifasico 12.5 cv,,,,2016-03-17T19:16:35.135+00:00,2016-03-17T19:16:35.135+00:00
1720,terminais preisolados 2.5mm tipo femea,,,,2016-03-18T12:04:51.032+00:00,2016-03-18T12:04:51.032+00:00
1721,terminais preisolados 4.0mm tipo femea,,,,2016-03-18T12:04:51.057+00:00,2016-03-18T12:04:51.057+00:00
1722,abraÇadeira de nylon 140mm x 3.5 mm,,,,2016-03-18T12:04:51.073+00:00,2016-03-18T12:04:51.073+00:00
1723,fusivel retardado 10a,,,,2016-03-18T12:04:51.121+00:00,2016-03-18T12:04:51.121+00:00
1724,ferro de solda 030w fame,,,,2016-03-18T13:42:20.715+00:00,2016-03-18T13:42:20.715+00:00
1725,correia phg b 70,,,,2016-03-18T13:51:38.556+00:00,2016-03-18T13:51:38.556+00:00
1726,manifuld completo  gas 410,,,,2016-03-18T13:56:01.205+00:00,2016-03-18T13:56:01.205+00:00
1727,botina,,,,2016-03-18T14:01:53.916+00:00,2016-03-18T14:01:53.916+00:00
1728,1 kit de reparo lavadora karcher hd 585,,,,2016-03-18T14:02:12.789+00:00,2016-03-18T14:02:12.789+00:00
1729,óleo de cambio,,,,2016-03-18T14:02:12.840+00:00,2016-03-18T14:02:12.840+00:00
1730,gas 134a,,,,2016-03-18T14:05:56.256+00:00,2016-03-18T14:05:56.256+00:00
1731,tilex,,,,2016-03-18T14:05:56.367+00:00,2016-03-18T14:05:56.367+00:00
1732,mangueira para manifuld,,,,2016-03-18T14:05:56.435+00:00,2016-03-18T14:05:56.435+00:00
1733,perfil de borracha redondo 4mm,,,,2016-03-18T14:15:44.173+00:00,2016-03-18T14:15:44.173+00:00
1734,lavadora hd 585 karcher,,,,2016-03-18T14:21:51.388+00:00,2016-03-18T14:21:51.388+00:00
1735,maquina de solda 250 a turbo bambozzi,,,,2016-03-18T14:25:59.952+00:00,2016-03-18T14:25:59.952+00:00
1736,fluxo de solda,,,,2016-03-18T17:57:54.960+00:00,2016-03-18T17:57:54.960+00:00
1737,alicate de pressão 10'',,,,2016-03-18T17:57:55.046+00:00,2016-03-18T17:57:55.046+00:00
1738,aplicador de silicone,,,,2016-03-18T17:57:55.100+00:00,2016-03-18T17:57:55.100+00:00
1739,escada 15 degraus,,,,2016-03-18T18:02:01.058+00:00,2016-03-18T18:02:01.058+00:00
1740,chave combinada 10mm,,,,2016-03-18T18:06:52.734+00:00,2016-03-18T18:06:52.734+00:00
1741,chave combinada 11 mm,,,,2016-03-18T18:06:52.768+00:00,2016-03-18T18:06:52.768+00:00
1742,chave combinada 12 mm,,,,2016-03-18T18:06:52.881+00:00,2016-03-18T18:06:52.881+00:00
1743,chave combinada 14 mm,,,,2016-03-18T18:06:52.991+00:00,2016-03-18T18:06:52.991+00:00
1744,caixa de ferramentas,,,,2016-03-18T18:06:53.064+00:00,2016-03-18T18:06:53.064+00:00
1745,cadeado ,,,,2016-03-18T18:06:53.123+00:00,2016-03-18T18:06:53.123+00:00
1746,tesoura 10'',,,,2016-03-18T18:06:53.167+00:00,2016-03-18T18:06:53.167+00:00
1747,prumo de centro,,,,2016-03-18T18:16:15.412+00:00,2016-03-18T18:16:15.412+00:00
1748,tesoura corte direito  e esquerdo,,,,2016-03-18T18:16:15.426+00:00,2016-03-18T18:16:15.426+00:00
1749,tesoura corneta ,,,,2016-03-18T18:16:15.443+00:00,2016-03-18T18:16:15.443+00:00
1750,serrote para gesso 13'',,,,2016-03-18T18:16:15.458+00:00,2016-03-18T18:16:15.458+00:00
1751,martelo unha ,,,,2016-03-18T18:16:15.470+00:00,2016-03-18T18:16:15.470+00:00
1752,capacimetro digital,,,,2016-03-18T18:16:15.483+00:00,2016-03-18T18:16:15.483+00:00
1753,credito ,,,,2016-03-18T18:16:15.497+00:00,2016-03-18T18:16:15.497+00:00
1754,gas r410 dupond,,,,2016-03-18T18:18:32.021+00:00,2016-03-18T18:18:32.021+00:00
1755,escova ,,,,2016-03-18T18:24:05.153+00:00,2016-03-18T18:24:05.153+00:00
1756,pasta cristal rosa,,,,2016-03-18T18:24:05.165+00:00,2016-03-18T18:24:05.165+00:00
1757,esponja dupla face,,,,2016-03-18T18:24:05.176+00:00,2016-03-18T18:24:05.176+00:00
1758,detergente ,,,,2016-03-18T18:24:05.191+00:00,2016-03-18T18:24:05.191+00:00
1759,rodo pequeno ,,,,2016-03-18T18:24:05.202+00:00,2016-03-18T18:24:05.202+00:00
1760,rodo grande ,,,,2016-03-18T18:24:05.213+00:00,2016-03-18T18:24:05.213+00:00
1761,flanela ,,,,2016-03-18T18:24:05.223+00:00,2016-03-18T18:24:05.223+00:00
1762,cesto de lixo ,,,,2016-03-18T18:24:05.242+00:00,2016-03-18T18:24:05.242+00:00
1763,balde ,,,,2016-03-18T18:24:05.253+00:00,2016-03-18T18:24:05.253+00:00
1764,espanador ,,,,2016-03-18T18:24:05.263+00:00,2016-03-18T18:24:05.263+00:00
1765,mangueira manifold r22,,,,2016-03-18T18:29:26.606+00:00,2016-03-18T18:29:26.606+00:00
1766,capacitor 3mf,,,,2016-03-18T18:29:26.648+00:00,2016-03-18T18:29:26.648+00:00
1767,capacitor 25mf,,,,2016-03-18T18:29:26.691+00:00,2016-03-18T18:29:26.691+00:00
1768,troca de compressor ,,,,2016-03-21T18:18:41.782+00:00,2016-03-21T18:18:41.782+00:00
1769,luva pvc soldavel 32mm,,,,2016-03-21T19:08:08.088+00:00,2016-03-21T19:08:08.088+00:00
1770,fita acabamento polipex,,,,2016-03-21T19:08:08.108+00:00,2016-03-21T19:08:08.108+00:00
1771,tubo 3/4,,,,2016-03-21T19:08:08.139+00:00,2016-03-21T19:08:08.139+00:00
1772,tubo de pvc solda 32mm,,,,2016-03-21T19:08:08.150+00:00,2016-03-21T19:08:08.150+00:00
1773,"registro de esfera de 1/2""",,,,2016-03-22T12:27:02.852+00:00,2016-03-22T12:27:02.852+00:00
1774,controle remoto mod.41014010 carrier,,,,2016-03-22T17:14:50.474+00:00,2016-03-22T17:14:50.474+00:00
1775,cartucho de tinta amarelo (cmy y),,,,2016-03-22T17:50:53.019+00:00,2016-03-22T17:50:53.019+00:00
1776,cartucho de tinta ciano (cmy c),,,,2016-03-22T17:50:53.040+00:00,2016-03-22T17:50:53.040+00:00
1777,cartucho de tinta magenta (cmy m),,,,2016-03-22T17:50:53.052+00:00,2016-03-22T17:50:53.052+00:00
1778,rolamento 21316 ek,,,,2016-03-23T19:41:29.722+00:00,2016-03-23T19:41:29.722+00:00
1779,prestação de serviços,,,,2016-03-24T18:31:45.141+00:00,2016-03-24T18:31:45.141+00:00
1780,capacitor 35+5,,,,2016-03-28T13:03:26.385+00:00,2016-03-28T13:03:26.385+00:00
1781,capacitor 40+5,,,,2016-03-28T13:03:26.537+00:00,2016-03-28T13:03:26.537+00:00
1782,capacitor 50+5,,,,2016-03-28T13:03:26.602+00:00,2016-03-28T13:03:26.602+00:00
1783,isolamento f-28,,,,2016-03-28T13:07:38.969+00:00,2016-03-28T13:07:38.969+00:00
1784,revisÃo lava jato karcher 585,,,,2016-03-28T13:11:07.907+00:00,2016-03-28T13:11:07.907+00:00
1785,revisÃo lavadora hd 800,,,,2016-03-28T13:11:07.958+00:00,2016-03-28T13:11:07.958+00:00
1786,eletrodo conarco a13,,,,2016-03-28T13:14:23.809+00:00,2016-03-28T13:14:23.809+00:00
1787,rele de tempo coel aeg 94,,,,2016-03-28T13:16:25.812+00:00,2016-03-28T13:16:25.812+00:00
1788,sensor de temperatura e degelo,,,,2016-03-28T13:25:36.793+00:00,2016-03-28T13:25:36.793+00:00
1789,correia b112,,,,2016-03-28T13:27:47.398+00:00,2016-03-28T13:27:47.398+00:00
1790,porta sextavada 1/4,,,,2016-03-28T13:45:48.113+00:00,2016-03-28T13:45:48.113+00:00
1791,fita perfurada ancora,,,,2016-03-28T13:45:48.128+00:00,2016-03-28T13:45:48.128+00:00
1792,chumbador 1/4,,,,2016-03-28T13:45:48.152+00:00,2016-03-28T13:45:48.152+00:00
1793,abraçadeira de 1/4,,,,2016-03-28T13:48:38.077+00:00,2016-03-28T13:48:38.077+00:00
1794,trincha 1 1/2'',,,,2016-03-28T13:48:38.232+00:00,2016-03-28T13:48:38.232+00:00
1795,rolamento 6205,,,,2016-03-28T13:54:32.652+00:00,2016-03-28T13:54:32.652+00:00
1796,correia a-41,,,,2016-03-28T18:27:28.434+00:00,2016-03-28T18:27:28.434+00:00
1797,correia b-38,,,,2016-03-28T18:27:28.468+00:00,2016-03-28T18:27:28.468+00:00
1798,detergente master plus,,,,2016-03-29T13:06:19.842+00:00,2016-03-29T13:06:19.842+00:00
1799,pano para limpeza ,,,,2016-03-29T13:06:19.861+00:00,2016-03-29T13:06:19.861+00:00
1800,controle remoto york mod. lcd hatcool,,,,2016-03-29T14:06:04.424+00:00,2016-03-29T14:06:04.424+00:00
1801,acoplamento tipo garras e-97,,,,2016-03-29T14:06:04.750+00:00,2016-03-29T14:06:04.750+00:00
1802,"garrafa de gas r-22 13,62 kg",,,,2016-03-29T17:19:32.098+00:00,2016-03-29T17:19:32.098+00:00
1803,capacitor 50mf,,,,2016-03-29T17:19:32.772+00:00,2016-03-29T17:19:32.772+00:00
1804,capacitor 60mf,,,,2016-03-29T17:19:32.785+00:00,2016-03-29T17:19:32.785+00:00
1805,capacitor 5mf,,,,2016-03-29T17:19:32.797+00:00,2016-03-29T17:19:32.797+00:00
1806,lixa para ferro - p-180,,,,2016-03-30T18:48:58.749+00:00,2016-03-30T18:48:58.749+00:00
1807, recondicionamento de motor de 1/6 cv,,,,2016-03-31T17:25:23.955+00:00,2016-03-31T17:25:23.955+00:00
1808,recondicionamento de motor de 12 cv,,,,2016-03-31T17:25:23.965+00:00,2016-03-31T17:25:23.965+00:00
1809,recondicionamento de motor de 3 cv,,,,2016-03-31T17:25:23.973+00:00,2016-03-31T17:25:23.973+00:00
1810,recondicionamento de motor de 1 cv,,,,2016-03-31T17:37:10.481+00:00,2016-03-31T17:37:10.481+00:00
1811,mancal p-207-j,,,,2016-03-31T18:36:20.817+00:00,2016-03-31T18:36:20.817+00:00
1812,desingripante wd,,,,2016-03-31T18:36:20.839+00:00,2016-03-31T18:36:20.839+00:00
1813,rolamento 2206 ektn9/c3,,,,2016-04-01T12:40:18.748+00:00,2016-04-01T12:40:18.748+00:00
1814,concerto de eixo /mancal,,,,2016-04-01T13:24:13.320+00:00,2016-04-01T13:24:13.320+00:00
1815,concerto de motor 1/2 cv,,,,2016-04-01T13:24:13.346+00:00,2016-04-01T13:24:13.346+00:00
1816,recondicionamento de motor de 2cv,,,,2016-04-01T14:26:59.974+00:00,2016-04-01T14:26:59.974+00:00
1817,recondicionamento de motor de 1cv,,,,2016-04-01T14:26:59.997+00:00,2016-04-01T14:26:59.997+00:00
1818,recondicionamento de motor de 1/6cv,,,,2016-04-01T14:27:00.007+00:00,2016-04-01T14:27:00.007+00:00
1819,prestação de serviço tv senado cuiabá,,,,2016-04-01T18:05:55.031+00:00,2016-04-01T18:05:55.031+00:00
1820,escova de aço 5/8 ,,,,2016-04-01T18:26:39.585+00:00,2016-04-01T18:26:39.585+00:00
1821,jogo de mangueira para manifuld ,,,,2016-04-01T18:26:39.611+00:00,2016-04-01T18:26:39.611+00:00
1822,compressor rotativo 18.000 btus,,,,2016-04-01T18:33:55.682+00:00,2016-04-01T18:33:55.682+00:00
1823,compressor rotativo 24.000 btus,,,,2016-04-01T18:33:55.709+00:00,2016-04-01T18:33:55.709+00:00
1824,gás 410 dupond,,,,2016-04-01T18:33:55.729+00:00,2016-04-01T18:33:55.729+00:00
1825,correia bx36,,,,2016-04-01T18:47:25.845+00:00,2016-04-01T18:47:25.845+00:00
1826,fita para empacotar,,,,2016-04-01T18:47:25.866+00:00,2016-04-01T18:47:25.866+00:00
1827,correia b82,,,,2016-04-01T18:47:25.888+00:00,2016-04-01T18:47:25.888+00:00
1828,correia a57,,,,2016-04-01T18:47:25.908+00:00,2016-04-01T18:47:25.908+00:00
1829,correia a40,,,,2016-04-01T18:47:25.930+00:00,2016-04-01T18:47:25.930+00:00
1830,protetor auricular silicone,,,,2016-04-01T18:47:25.994+00:00,2016-04-01T18:47:25.994+00:00
1831,vergalhão 3/8,,,,2016-04-01T18:52:29.829+00:00,2016-04-01T18:52:29.829+00:00
1832,porca 3/8,,,,2016-04-01T18:52:29.844+00:00,2016-04-01T18:52:29.844+00:00
1833,arruela lisa de 3/8,,,,2016-04-01T18:52:29.862+00:00,2016-04-01T18:52:29.862+00:00
1834,rebobinamento motor trifasico 5 cv,,,,2016-04-04T20:02:31.284+00:00,2016-04-04T20:02:31.284+00:00
1835,carenagem ref.13704288 carrier,,,,2016-04-05T13:05:49.192+00:00,2016-04-05T13:05:49.192+00:00
1836,rolamento 6314c3,,,,2016-04-05T16:25:33.247+00:00,2016-04-05T16:25:33.247+00:00
1837,rolo de manta filtrate densidade 300 g-3,,,,2016-04-05T18:02:56.621+00:00,2016-04-05T18:02:56.621+00:00
1838,parafusos aa 4.8mm x 19mm cabeÇa de panela ,,,,2016-04-05T18:02:56.632+00:00,2016-04-05T18:02:56.632+00:00
1839,"broca de aÇo rapido 1/4""",,,,2016-04-05T18:02:56.640+00:00,2016-04-05T18:02:56.640+00:00
1840,broca s-plus 8mm,,,,2016-04-05T18:02:56.648+00:00,2016-04-05T18:02:56.648+00:00
1841,broca s-plus 10mm,,,,2016-04-05T18:02:56.656+00:00,2016-04-05T18:02:56.656+00:00
1842,bomba de dreno gotec,,,,2016-04-05T18:48:51.880+00:00,2016-04-05T18:48:51.880+00:00
1843,sensor de temperatura,,,,2016-04-05T18:48:51.898+00:00,2016-04-05T18:48:51.898+00:00
1844,sensor de ambiente,,,,2016-04-05T18:48:51.906+00:00,2016-04-05T18:48:51.906+00:00
1845,valvula tanqye  1/4,,,,2016-04-05T18:48:51.913+00:00,2016-04-05T18:48:51.913+00:00
1846,pastilha de freio,,,,2016-04-05T18:56:08.181+00:00,2016-04-05T18:56:08.181+00:00
1847,disco de freio,,,,2016-04-05T18:56:08.191+00:00,2016-04-05T18:56:08.191+00:00
1848,caixa arstop 2p+t,,,,2016-04-05T19:02:36.039+00:00,2016-04-05T19:02:36.039+00:00
1849,disjuntor 20 a,,,,2016-04-05T19:02:36.120+00:00,2016-04-05T19:02:36.120+00:00
1850,contactor lc1e 25 a,,,,2016-04-05T19:02:36.187+00:00,2016-04-05T19:02:36.187+00:00
1851,"garrafa de gas 141 b 13,62kg",,,,2016-04-05T19:17:17.343+00:00,2016-04-05T19:17:17.343+00:00
1852,tratamento quimico de bandejas,,,,2016-04-06T12:45:20.306+00:00,2016-04-06T12:45:20.306+00:00
1853,recarga de toner,,,,2016-04-06T13:25:06.795+00:00,2016-04-06T13:25:06.795+00:00
1854,"reparos,troca de amortecedor,pastilhas,alinhamento e balançeamento",,,,2016-04-06T13:30:21.566+00:00,2016-04-06T13:30:21.566+00:00
1855,inatalaÇÃo de rastreador na fiorino,,,,2016-04-06T13:37:02.862+00:00,2016-04-06T13:37:02.862+00:00
1856,revisão de lava jato profissional,,,,2016-04-06T13:38:33.198+00:00,2016-04-06T13:38:33.198+00:00
1857,escova carvao,,,,2016-04-06T13:46:02.738+00:00,2016-04-06T13:46:02.738+00:00
1858,serra circular 4.3/8x24,,,,2016-04-06T13:46:14.104+00:00,2016-04-06T13:46:14.104+00:00
1859,jg de chave alen,,,,2016-04-06T13:46:14.118+00:00,2016-04-06T13:46:14.118+00:00
1860,arruela lisa 3/4,,,,2016-04-06T13:46:14.128+00:00,2016-04-06T13:46:14.128+00:00
1861,porca sextavada 3/4,,,,2016-04-06T13:46:14.138+00:00,2016-04-06T13:46:14.138+00:00
1862,barra roscada 3/4,,,,2016-04-06T13:46:14.148+00:00,2016-04-06T13:46:14.148+00:00
1863,"reparo na fiorino,guincho,bomba combustivel",,,,2016-04-06T17:43:05.188+00:00,2016-04-06T17:43:05.188+00:00
1864,contactora de 25a 220v,,,,2016-04-07T13:46:14.954+00:00,2016-04-07T13:46:14.954+00:00
1865,revisao completa (overhaul) bomba,,,,2016-04-07T13:46:14.991+00:00,2016-04-07T13:46:14.991+00:00
1866,correia b-72,,,,2016-04-07T13:46:15.057+00:00,2016-04-07T13:46:15.057+00:00
1867,rolamento 608z,,,,2016-04-07T13:46:15.136+00:00,2016-04-07T13:46:15.136+00:00
1868,tubo de cobre flex 1/4,,,,2016-04-07T17:49:08.484+00:00,2016-04-07T17:49:08.484+00:00
1869,isolamento 1/2,,,,2016-04-07T17:49:45.667+00:00,2016-04-07T17:49:45.667+00:00
1870,thiner,,,,2016-04-07T18:01:13.815+00:00,2016-04-07T18:01:13.815+00:00
1871,cobre de 3/4,,,,2016-04-07T19:12:11.759+00:00,2016-04-07T19:12:11.759+00:00
1872,cobre de 3/8,,,,2016-04-07T19:12:11.769+00:00,2016-04-07T19:12:11.769+00:00
1873,isolamento de 3/8,,,,2016-04-07T19:12:11.777+00:00,2016-04-07T19:12:11.777+00:00
1874,isolamento de 3/4,,,,2016-04-07T19:12:11.790+00:00,2016-04-07T19:12:11.790+00:00
1875,motor eletrico eixo duplo mod.10329177 ref.25901727 weg,,,,2016-04-07T19:24:57.537+00:00,2016-04-07T19:24:57.537+00:00
1876,"tubo esponjoso 3/4"" m-28",,,,2016-04-07T19:35:28.143+00:00,2016-04-07T19:35:28.143+00:00
1877,fita adesiva 15mm armaflex,,,,2016-04-07T19:35:28.189+00:00,2016-04-07T19:35:28.189+00:00
1878,lampada fluorescente compacta 10w,,,,2016-04-07T19:45:11.648+00:00,2016-04-07T19:45:11.648+00:00
1879,pilhas grandes,,,,2016-04-07T19:45:11.658+00:00,2016-04-07T19:45:11.658+00:00
1880,protetor de correia ,,,,2016-04-07T19:45:11.673+00:00,2016-04-07T19:45:11.673+00:00
1881,fita dupla face grande,,,,2016-04-07T19:45:11.687+00:00,2016-04-07T19:45:11.687+00:00
1882,qboa,,,,2016-04-07T19:45:11.696+00:00,2016-04-07T19:45:11.696+00:00
